Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Screen_Passes,Short_Passes,Medium_Passes,Long_Passes,Deep_Passes,Third_Down_Passes,Accuracy,Timing,Sense_Rush,Read_Defense,Two_Minute_Offense,Run_Frequency,Kick_Holding,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Screen_PassesZ,Short_PassesZ,Medium_PassesZ,Long_PassesZ,Deep_PassesZ,Third_Down_PassesZ,AccuracyZ,TimingZ,Sense_RushZ,Read_DefenseZ,Two_Minute_OffenseZ,Run_FrequencyZ,Kick_HoldingZ,PeakCur,PeakCurZ,Ability,Draftable
32,12,108,59,782,484,18,42,4,8,7,41,41,4,26,0,34,42,60,11,4,0.554785020804438,1.14155251141553,0.898502495840267,-1.27748691099476,0.197628458498023,-0.331125827814568,0.18,0.53,0.04,0.08,0.07,0.41,0.41,0.04,0.26,0.00,0.34,0.42,0.60,0.11,0.04,8,0.08,0,0
28,10,107,65,840,484,28,31,0,0,25,31,16,1,7,0,0,0,52,27,59,0,0.228310502283105,0.732113144758736,-0.649214659685864,-2.09486166007905,-0.331125827814568,0.28,0.39,0.00,0.00,0.25,0.31,0.16,0.01,0.07,0.00,0.00,0.00,0.52,0.27,0.59,5,0.05,0,0
28,10,99,67,815,502,31,30,8,0,0,6,32,0,12,0,4,28,0,3,43,0,0.228310502283105,-0.59900166389351,-0.439790575916231,-1.10671936758893,-1.52317880794702,0.31,0.38,0.08,0.00,0.00,0.06,0.32,0.00,0.12,0.00,0.04,0.28,0.00,0.03,0.43,5,0.05,0,0
28,8,95,67,837,458,16,25,0,6,0,20,0,0,6,18,0,0,30,64,64,0,-0.684931506849315,-1.26455906821963,-0.439790575916231,-1.97628458498023,1.39072847682119,0.16,0.31,0.00,0.06,0.00,0.20,0.00,0.00,0.06,0.18,0.00,0.00,0.30,0.64,0.64,4,0.04,0,0
37,10,109,77,840,515,22,38,0,31,9,11,7,0,29,64,0,48,14,0,64,1.24826629680999,0.228310502283105,1.0648918469218,0.607329842931937,-2.09486166007905,-2.3841059602649,0.22,0.48,0.00,0.31,0.09,0.11,0.07,0.00,0.29,0.64,0.00,0.48,0.14,0.00,0.64,6,0.06,0,0
28,8,101,74,770,470,17,37,41,7,15,17,17,27,48,46,15,0,20,39,50,0,-0.684931506849315,-0.266222961730448,0.293193717277487,0.67193675889328,0.596026490066224,0.17,0.46,0.41,0.07,0.15,0.17,0.17,0.27,0.48,0.46,0.15,0.00,0.20,0.39,0.50,7,0.07,0,0
33,9,110,73,807,483,28,45,9,61,48,49,0,32,48,60,0,52,10,45,64,0.693481276005548,-0.228310502283105,1.23128119800333,0.18848167539267,-0.790513833992096,-0.264900662251656,0.28,0.56,0.09,0.61,0.48,0.49,0.00,0.32,0.48,0.60,0.00,0.52,0.10,0.45,0.64,17,0.17,1,0
37,10,102,76,777,476,15,47,35,0,21,32,28,55,47,13,24,27,18,39,64,1.24826629680999,0.228310502283105,-0.0998336106489175,0.50261780104712,0.39525691699605,0.198675496688743,0.15,0.59,0.35,0.00,0.21,0.32,0.28,0.55,0.47,0.13,0.24,0.27,0.18,0.39,0.64,26,0.26,1,0
30,10,99,71,780,484,46,41,0,0,4,0,25,25,7,12,29,0,17,1,64,0.277392510402219,0.228310502283105,-0.59900166389351,-0.0209424083769636,0.276679841897234,-0.331125827814568,0.46,0.51,0.00,0.00,0.04,0.00,0.25,0.25,0.07,0.12,0.29,0.00,0.17,0.01,0.64,32,0.32,2,0
11,11,108,54,778,484,29,30,23,21,41,23,27,34,0,7,24,0,20,31,13,-2.35783633841886,0.684931506849315,0.898502495840267,-1.80104712041885,0.355731225296442,-0.331125827814568,0.29,0.38,0.23,0.21,0.41,0.23,0.27,0.34,0.00,0.07,0.24,0.00,0.20,0.31,0.13,11,0.11,0,0
36,10,99,55,772,475,31,43,64,0,19,24,3,0,0,0,15,0,34,64,6,1.10957004160888,0.228310502283105,-0.59900166389351,-1.69633507853403,0.592885375494073,0.264900662251656,0.31,0.54,0.64,0.00,0.19,0.24,0.03,0.00,0.00,0.00,0.15,0.00,0.34,0.64,0.06,13,0.13,0,0
25,13,108,67,764,500,38,47,28,8,50,60,34,27,46,7,41,44,64,0,64,-0.416088765603329,1.59817351598174,0.898502495840267,-0.439790575916231,0.909090909090911,-1.39072847682119,0.38,0.59,0.28,0.08,0.50,0.60,0.34,0.27,0.46,0.07,0.41,0.44,0.64,0.00,0.64,19,0.19,1,0
15,10,106,65,740,489,6,35,61,0,29,54,21,45,30,37,62,24,0,16,0,-1.80305131761442,0.228310502283105,0.565723793677206,-0.649214659685864,1.85770750988142,-0.662251655629137,0.06,0.44,0.61,0.00,0.29,0.54,0.21,0.45,0.30,0.37,0.62,0.24,0.00,0.16,0.00,5,0.05,0,0
33,8,100,82,794,484,31,41,0,40,32,42,0,0,7,64,31,0,8,26,58,0.693481276005548,-0.684931506849315,-0.432612312811979,1.13089005235602,-0.276679841897234,-0.331125827814568,0.31,0.51,0.00,0.40,0.32,0.42,0.00,0.00,0.07,0.64,0.31,0.00,0.08,0.26,0.58,8,0.08,0,0
28,8,95,60,748,465,19,35,38,18,0,15,24,30,0,3,32,25,56,64,18,0,-0.684931506849315,-1.26455906821963,-1.17277486910995,1.54150197628458,0.927152317880793,0.19,0.44,0.38,0.18,0.00,0.15,0.24,0.30,0.00,0.03,0.32,0.25,0.56,0.64,0.18,8,0.08,0,0
28,7,90,59,807,484,36,32,16,0,0,15,39,0,42,39,26,8,26,63,34,0,-1.14155251141553,-2.09650582362729,-1.27748691099476,-0.790513833992096,-0.331125827814568,0.36,0.40,0.16,0.00,0.00,0.15,0.39,0.00,0.42,0.39,0.26,0.08,0.26,0.63,0.34,9,0.09,0,0
30,10,103,63,773,475,20,37,15,0,1,28,13,1,0,0,33,0,31,64,28,0.277392510402219,0.228310502283105,0.0665557404326133,-0.858638743455498,0.553359683794465,0.264900662251656,0.20,0.46,0.15,0.00,0.01,0.28,0.13,0.01,0.00,0.00,0.33,0.00,0.31,0.64,0.28,7,0.07,0,0
34,13,107,74,721,475,34,56,51,47,26,27,56,26,18,22,60,52,34,17,51,0.832177531206657,1.59817351598174,0.732113144758736,0.293193717277487,2.60869565217391,0.264900662251656,0.34,0.70,0.51,0.47,0.26,0.27,0.56,0.26,0.18,0.22,0.60,0.52,0.34,0.17,0.51,66,0.66,3,1
25,9,113,71,774,462,24,48,24,64,63,40,4,64,25,29,31,1,27,48,0,-0.416088765603329,-0.228310502283105,1.73044925124792,-0.0209424083769636,0.513833992094861,1.12582781456954,0.24,0.60,0.24,0.64,0.63,0.40,0.04,0.64,0.25,0.29,0.31,0.01,0.27,0.48,0.00,53,0.53,3,1
28,6,105,68,780,484,28,32,5,9,0,0,0,0,0,16,26,0,0,33,64,0,-1.59817351598174,0.399334442595675,-0.335078534031414,0.276679841897234,-0.331125827814568,0.28,0.40,0.05,0.09,0.00,0.00,0.00,0.00,0.00,0.16,0.26,0.00,0.00,0.33,0.64,9,0.09,0,0
31,11,98,74,818,467,48,38,0,0,9,3,24,0,13,44,0,9,40,64,64,0.416088765603329,0.684931506849315,-0.765391014975041,0.293193717277487,-1.22529644268775,0.794701986754968,0.48,0.48,0.00,0.00,0.09,0.03,0.24,0.00,0.13,0.44,0.00,0.09,0.40,0.64,0.64,9,0.09,0,0
20,8,104,84,819,465,34,34,11,33,9,59,7,16,22,64,0,44,15,64,64,-1.10957004160888,-0.684931506849315,0.232945091514144,1.34031413612565,-1.26482213438735,0.927152317880793,0.34,0.43,0.11,0.33,0.09,0.59,0.07,0.16,0.22,0.64,0.00,0.44,0.15,0.64,0.64,7,0.07,0,0
28,9,97,75,798,469,19,36,15,43,3,0,45,10,0,51,15,44,0,23,26,0,-0.228310502283105,-0.931780366056571,0.397905759162303,-0.434782608695653,0.662251655629137,0.19,0.45,0.15,0.43,0.03,0.00,0.45,0.10,0.00,0.51,0.15,0.44,0.00,0.23,0.26,4,0.04,0,0
37,9,112,86,780,455,23,49,32,9,27,1,3,38,0,56,0,29,20,64,2,1.24826629680999,-0.228310502283105,1.56405990016639,1.54973821989529,0.276679841897234,1.58940397350994,0.23,0.61,0.32,0.09,0.27,0.01,0.03,0.38,0.00,0.56,0.00,0.29,0.20,0.64,0.02,23,0.23,1,0
33,10,107,58,743,462,18,47,59,12,52,58,13,48,3,0,48,0,0,54,37,0.693481276005548,0.228310502283105,0.732113144758736,-1.38219895287958,1.73913043478261,1.12582781456954,0.18,0.59,0.59,0.12,0.52,0.58,0.13,0.48,0.03,0.00,0.48,0.00,0.00,0.54,0.37,16,0.16,1,0
28,11,106,72,757,467,47,47,29,0,21,20,25,27,23,10,56,49,0,64,62,0,0.684931506849315,0.565723793677206,0.0837696335078531,1.18577075098814,0.794701986754968,0.47,0.59,0.29,0.00,0.21,0.20,0.25,0.27,0.23,0.10,0.56,0.49,0.00,0.64,0.62,30,0.30,1,0
28,13,105,82,760,462,27,50,44,0,17,27,64,39,63,64,18,50,18,34,14,0,1.59817351598174,0.399334442595675,1.13089005235602,1.06719367588933,1.12582781456954,0.27,0.63,0.44,0.00,0.17,0.27,0.64,0.39,0.63,0.64,0.18,0.50,0.18,0.34,0.14,16,0.16,1,0
39,14,101,77,792,471,43,48,0,0,0,27,52,3,1,25,20,50,4,30,47,1.52565880721221,2.05479452054795,-0.266222961730448,0.607329842931937,-0.197628458498023,0.529801324503312,0.43,0.60,0.00,0.00,0.00,0.27,0.52,0.03,0.01,0.25,0.20,0.50,0.04,0.30,0.47,14,0.14,0,0
40,7,94,74,738,484,47,44,28,25,0,0,0,24,0,35,39,51,23,3,0,1.66435506241331,-1.14155251141553,-1.43094841930116,0.293193717277487,1.93675889328063,-0.331125827814568,0.47,0.55,0.28,0.25,0.00,0.00,0.00,0.24,0.00,0.35,0.39,0.51,0.23,0.03,0.00,17,0.17,1,0
25,7,105,77,809,481,41,34,2,0,12,9,0,26,28,64,23,0,28,64,23,-0.416088765603329,-1.14155251141553,0.399334442595675,0.607329842931937,-0.869565217391303,-0.132450331125825,0.41,0.43,0.02,0.00,0.12,0.09,0.00,0.26,0.28,0.64,0.23,0.00,0.28,0.64,0.23,14,0.14,0,0
22,11,106,69,785,461,27,43,0,22,40,31,38,57,21,33,42,11,64,64,0,-0.832177531206657,0.684931506849315,0.565723793677206,-0.230366492146597,0.0790513833992113,1.19205298013245,0.27,0.54,0.00,0.22,0.40,0.31,0.38,0.57,0.21,0.33,0.42,0.11,0.64,0.64,0.00,16,0.16,1,0
28,7,103,67,780,507,10,37,48,37,46,56,0,58,0,64,11,64,8,9,26,0,-1.14155251141553,0.0665557404326133,-0.439790575916231,0.276679841897234,-1.85430463576159,0.10,0.46,0.48,0.37,0.46,0.56,0.00,0.58,0.00,0.64,0.11,0.64,0.08,0.09,0.26,8,0.08,0,0
19,8,93,76,767,454,44,34,10,24,0,0,16,0,23,43,37,20,48,69,33,-1.24826629680999,-0.684931506849315,-1.59733777038269,0.50261780104712,0.790513833992096,1.65562913907285,0.44,0.43,0.10,0.24,0.00,0.00,0.16,0.00,0.23,0.43,0.37,0.20,0.48,0.69,0.33,9,0.09,0,0
30,8,97,71,728,461,4,37,42,14,11,0,4,38,21,17,69,12,33,69,51,0.277392510402219,-0.684931506849315,-0.931780366056571,-0.0209424083769636,2.33201581027668,1.19205298013245,0.04,0.46,0.42,0.14,0.11,0.00,0.04,0.38,0.21,0.17,0.69,0.12,0.33,0.69,0.51,8,0.08,0,0
28,6,109,54,780,512,21,29,0,0,32,0,0,5,27,0,37,5,21,11,68,0,-1.59817351598174,1.0648918469218,-1.80104712041885,0.276679841897234,-2.18543046357616,0.21,0.36,0.00,0.00,0.32,0.00,0.00,0.05,0.27,0.00,0.37,0.05,0.21,0.11,0.68,9,0.09,0,0
47,12,117,73,732,472,37,70,65,63,69,63,46,69,69,0,69,65,69,9,5,2.63522884882108,1.14155251141553,2.39600665557404,0.18848167539267,2.17391304347826,0.463576158940399,0.37,0.88,0.65,0.63,0.69,0.63,0.46,0.69,0.69,0.00,0.69,0.65,0.69,0.09,0.05,78,0.78,4,1
19,8,98,71,840,484,10,21,0,15,0,16,3,21,0,33,0,0,0,55,0,-1.24826629680999,-0.684931506849315,-0.765391014975041,-0.0209424083769636,-2.09486166007905,-0.331125827814568,0.10,0.26,0.00,0.15,0.00,0.16,0.03,0.21,0.00,0.33,0.00,0.00,0.00,0.55,0.00,5,0.05,0,0
28,9,103,73,839,502,13,29,0,12,25,0,17,0,11,47,6,29,9,0,20,0,-0.228310502283105,0.0665557404326133,0.18848167539267,-2.05533596837945,-1.52317880794702,0.13,0.36,0.00,0.12,0.25,0.00,0.17,0.00,0.11,0.47,0.06,0.29,0.09,0.00,0.20,5,0.05,0,0
28,8,107,69,802,500,16,36,8,40,50,25,6,24,17,49,20,38,4,3,0,0,-0.684931506849315,0.732113144758736,-0.230366492146597,-0.592885375494069,-1.39072847682119,0.16,0.45,0.08,0.40,0.50,0.25,0.06,0.24,0.17,0.49,0.20,0.38,0.04,0.03,0.00,8,0.08,0,0
28,7,95,58,839,470,38,25,0,19,1,13,0,33,0,10,0,4,0,69,69,0,-1.14155251141553,-1.26455906821963,-1.38219895287958,-2.05533596837945,0.596026490066224,0.38,0.31,0.00,0.19,0.01,0.13,0.00,0.33,0.00,0.10,0.00,0.04,0.00,0.69,0.69,10,0.10,0,0
33,6,103,65,804,472,23,32,4,10,17,0,13,8,29,0,10,7,18,69,69,0.693481276005548,-1.59817351598174,0.0665557404326133,-0.649214659685864,-0.671936758893277,0.463576158940399,0.23,0.40,0.04,0.10,0.17,0.00,0.13,0.08,0.29,0.00,0.10,0.07,0.18,0.69,0.69,6,0.06,0,0
31,10,111,85,780,460,38,48,30,6,37,5,0,12,13,30,0,13,12,69,21,0.416088765603329,0.228310502283105,1.39767054908486,1.44502617801047,0.276679841897234,1.25827814569537,0.38,0.60,0.30,0.06,0.37,0.05,0.00,0.12,0.13,0.30,0.00,0.13,0.12,0.69,0.21,37,0.37,2,0
28,11,106,63,815,491,11,36,6,18,26,44,13,0,0,32,5,17,26,12,5,0,0.684931506849315,0.565723793677206,-0.858638743455498,-1.10671936758893,-0.794701986754968,0.11,0.45,0.06,0.18,0.26,0.44,0.13,0.00,0.00,0.32,0.05,0.17,0.26,0.12,0.05,3,0.03,0,0
23,8,100,62,804,498,34,29,0,37,10,9,11,16,0,11,43,17,38,0,69,-0.693481276005548,-0.684931506849315,-0.432612312811979,-0.963350785340314,-0.671936758893277,-1.25827814569537,0.34,0.36,0.00,0.37,0.10,0.09,0.11,0.16,0.00,0.11,0.43,0.17,0.38,0.00,0.69,12,0.12,0,0
23,10,108,91,772,484,24,43,42,17,42,0,45,9,46,69,12,28,7,32,0,-0.693481276005548,0.228310502283105,0.898502495840267,2.07329842931937,0.592885375494073,-0.331125827814568,0.24,0.54,0.42,0.17,0.42,0.00,0.45,0.09,0.46,0.69,0.12,0.28,0.07,0.32,0.00,7,0.07,0,0
33,13,110,71,768,479,27,51,17,17,61,34,45,1,39,8,63,24,18,45,7,0.693481276005548,1.59817351598174,1.23128119800333,-0.0209424083769636,0.750988142292492,0,0.27,0.64,0.17,0.17,0.61,0.34,0.45,0.01,0.39,0.08,0.63,0.24,0.18,0.45,0.07,57,0.57,3,1
28,7,101,68,831,513,37,29,0,22,28,17,0,9,0,69,18,14,8,0,69,0,-1.14155251141553,-0.266222961730448,-0.335078534031414,-1.73913043478261,-2.25165562913907,0.37,0.36,0.00,0.22,0.28,0.17,0.00,0.09,0.00,0.69,0.18,0.14,0.08,0.00,0.69,11,0.11,0,0
34,9,105,86,805,499,12,42,21,16,41,1,42,41,32,69,3,32,51,5,25,0.832177531206657,-0.228310502283105,0.399334442595675,1.54973821989529,-0.711462450592888,-1.32450331125828,0.12,0.53,0.21,0.16,0.41,0.01,0.42,0.41,0.32,0.69,0.03,0.32,0.51,0.05,0.25,6,0.06,0,0
28,10,104,68,780,483,24,42,23,0,17,26,21,29,67,14,32,42,3,65,0,0,0.228310502283105,0.232945091514144,-0.335078534031414,0.276679841897234,-0.264900662251656,0.24,0.53,0.23,0.00,0.17,0.26,0.21,0.29,0.67,0.14,0.32,0.42,0.03,0.65,0.00,32,0.32,2,0
30,9,99,73,763,513,38,40,35,38,1,0,36,12,0,62,29,25,4,0,13,0.277392510402219,-0.228310502283105,-0.59900166389351,0.18848167539267,0.948616600790515,-2.25165562913907,0.38,0.50,0.35,0.38,0.01,0.00,0.36,0.12,0.00,0.62,0.29,0.25,0.04,0.00,0.13,16,0.16,1,0
37,7,103,67,794,480,35,37,18,20,4,0,16,20,0,26,0,38,0,38,14,1.24826629680999,-1.14155251141553,0.0665557404326133,-0.439790575916231,-0.276679841897234,-0.0662251655629125,0.35,0.46,0.18,0.20,0.04,0.00,0.16,0.20,0.00,0.26,0.00,0.38,0.00,0.38,0.14,12,0.12,0,0
30,9,105,77,756,470,21,47,49,33,42,14,24,60,52,47,22,22,0,67,69,0.277392510402219,-0.228310502283105,0.399334442595675,0.607329842931937,1.22529644268775,0.596026490066224,0.21,0.59,0.49,0.33,0.42,0.14,0.24,0.60,0.52,0.47,0.22,0.22,0.00,0.67,0.69,33,0.33,2,0
36,10,103,74,805,484,21,41,18,7,25,24,19,14,8,61,0,0,0,12,34,1.10957004160888,0.228310502283105,0.0665557404326133,0.293193717277487,-0.711462450592888,-0.331125827814568,0.21,0.51,0.18,0.07,0.25,0.24,0.19,0.14,0.08,0.61,0.00,0.00,0.00,0.12,0.34,7,0.07,0,0
29,11,108,72,766,473,13,44,33,8,36,18,55,13,21,38,18,49,30,46,68,0.13869625520111,0.684931506849315,0.898502495840267,0.0837696335078531,0.830039525691699,0.397350993377481,0.13,0.55,0.33,0.08,0.36,0.18,0.55,0.13,0.21,0.38,0.18,0.49,0.30,0.46,0.68,21,0.21,1,0
29,12,104,80,780,460,27,43,0,57,14,0,48,28,27,44,28,37,26,67,69,0.13869625520111,1.14155251141553,0.232945091514144,0.921465968586387,0.276679841897234,1.25827814569537,0.27,0.54,0.00,0.57,0.14,0.00,0.48,0.28,0.27,0.44,0.28,0.37,0.26,0.67,0.69,12,0.12,0,0
36,15,95,84,809,449,14,40,0,23,0,20,41,5,23,42,11,3,0,67,58,1.10957004160888,2.51141552511416,-1.26455906821963,1.34031413612565,-0.869565217391303,1.98675496688742,0.14,0.50,0.00,0.23,0.00,0.20,0.41,0.05,0.23,0.42,0.11,0.03,0.00,0.67,0.58,6,0.06,0,0
17,10,95,58,808,502,56,25,9,1,0,13,30,0,0,12,20,0,0,0,69,-1.52565880721221,0.228310502283105,-1.26455906821963,-1.38219895287958,-0.830039525691699,-1.52317880794702,0.56,0.31,0.09,0.01,0.00,0.13,0.30,0.00,0.00,0.12,0.20,0.00,0.00,0.00,0.69,11,0.11,0,0
37,7,103,72,795,464,25,42,0,51,27,8,25,17,22,46,24,25,63,64,5,1.24826629680999,-1.14155251141553,0.0665557404326133,0.0837696335078531,-0.316205533596838,0.993377483443711,0.25,0.53,0.00,0.51,0.27,0.08,0.25,0.17,0.22,0.46,0.24,0.25,0.63,0.64,0.05,12,0.12,0,0
28,6,102,68,805,484,22,32,30,40,29,23,13,28,17,69,15,26,2,58,69,0,-1.59817351598174,-0.0998336106489175,-0.335078534031414,-0.711462450592888,-0.331125827814568,0.22,0.40,0.30,0.40,0.29,0.23,0.13,0.28,0.17,0.69,0.15,0.26,0.02,0.58,0.69,9,0.09,0,0
21,10,97,75,802,490,22,34,0,35,0,6,50,43,25,39,19,26,44,18,69,-0.970873786407767,0.228310502283105,-0.931780366056571,0.397905759162303,-0.592885375494069,-0.728476821192055,0.22,0.43,0.00,0.35,0.00,0.06,0.50,0.43,0.25,0.39,0.19,0.26,0.44,0.18,0.69,9,0.09,0,0
34,12,96,72,762,465,5,43,6,45,4,43,37,29,0,69,69,31,40,69,69,0.832177531206657,1.14155251141553,-1.0981697171381,0.0837696335078531,0.988142292490119,0.927152317880793,0.05,0.54,0.06,0.45,0.04,0.43,0.37,0.29,0.00,0.69,0.69,0.31,0.40,0.69,0.69,28,0.28,1,0
18,10,97,80,794,479,33,35,32,41,0,12,41,20,42,69,7,35,39,31,69,-1.3869625520111,0.228310502283105,-0.931780366056571,0.921465968586387,-0.276679841897234,0,0.33,0.44,0.32,0.41,0.00,0.12,0.41,0.20,0.42,0.69,0.07,0.35,0.39,0.31,0.69,8,0.08,0,0
33,11,104,57,779,503,44,43,41,50,31,38,15,0,34,0,14,49,32,0,9,0.693481276005548,0.684931506849315,0.232945091514144,-1.4869109947644,0.316205533596838,-1.58940397350994,0.44,0.54,0.41,0.50,0.31,0.38,0.15,0.00,0.34,0.00,0.14,0.49,0.32,0.00,0.09,14,0.14,0,0
38,10,112,79,755,473,11,52,38,49,46,26,45,5,15,69,29,30,61,26,69,1.3869625520111,0.228310502283105,1.56405990016639,0.81675392670157,1.26482213438735,0.397350993377481,0.11,0.65,0.38,0.49,0.46,0.26,0.45,0.05,0.15,0.69,0.29,0.30,0.61,0.26,0.69,25,0.25,1,0
28,7,106,70,780,505,38,40,27,49,42,0,40,21,12,22,34,15,23,0,39,0,-1.14155251141553,0.565723793677206,-0.12565445026178,0.276679841897234,-1.72185430463576,0.38,0.50,0.27,0.49,0.42,0.00,0.40,0.21,0.12,0.22,0.34,0.15,0.23,0.00,0.39,15,0.15,0,0
28,8,105,75,760,479,7,41,24,27,49,28,0,28,27,69,37,0,12,17,14,0,-0.684931506849315,0.399334442595675,0.397905759162303,1.06719367588933,0,0.07,0.51,0.24,0.27,0.49,0.28,0.00,0.28,0.27,0.69,0.37,0.00,0.12,0.17,0.14,9,0.09,0,0
19,14,108,78,760,484,38,48,16,0,53,56,60,44,31,69,46,51,30,22,50,-1.24826629680999,2.05479452054795,0.898502495840267,0.712041884816754,1.06719367588933,-0.331125827814568,0.38,0.60,0.16,0.00,0.53,0.56,0.60,0.44,0.31,0.69,0.46,0.51,0.30,0.22,0.50,28,0.28,1,0
16,9,113,78,801,468,13,34,0,34,47,10,30,21,28,61,25,0,21,35,0,-1.66435506241331,-0.228310502283105,1.73044925124792,0.712041884816754,-0.553359683794465,0.728476821192055,0.13,0.43,0.00,0.34,0.47,0.10,0.30,0.21,0.28,0.61,0.25,0.00,0.21,0.35,0.00,6,0.06,0,0
12,9,99,57,840,478,25,21,0,67,37,8,57,21,0,38,3,15,31,66,69,-2.21914008321775,-0.228310502283105,-0.59900166389351,-1.4869109947644,-2.09486166007905,0.0662251655629125,0.25,0.26,0.00,0.67,0.37,0.08,0.57,0.21,0.00,0.38,0.03,0.15,0.31,0.66,0.69,9,0.09,0,0
29,9,101,69,822,484,16,32,7,40,5,26,1,4,0,47,0,24,49,23,69,0.13869625520111,-0.228310502283105,-0.266222961730448,-0.230366492146597,-1.38339920948617,-0.331125827814568,0.16,0.40,0.07,0.40,0.05,0.26,0.01,0.04,0.00,0.47,0.00,0.24,0.49,0.23,0.69,3,0.03,0,0
32,8,106,75,798,463,26,41,7,25,40,16,0,57,11,57,7,29,37,69,4,0.554785020804438,-0.684931506849315,0.565723793677206,0.397905759162303,-0.434782608695653,1.05960264900662,0.26,0.51,0.07,0.25,0.40,0.16,0.00,0.57,0.11,0.57,0.07,0.29,0.37,0.69,0.04,10,0.10,0,0
44,9,114,73,781,461,17,54,42,38,40,20,33,64,45,23,0,24,53,49,44,2.21914008321775,-0.228310502283105,1.89683860232945,0.18848167539267,0.23715415019763,1.19205298013245,0.17,0.68,0.42,0.38,0.40,0.20,0.33,0.64,0.45,0.23,0.00,0.24,0.53,0.49,0.44,30,0.30,1,0
26,9,96,78,797,455,14,36,0,47,0,21,39,0,44,62,16,55,50,69,38,-0.277392510402219,-0.228310502283105,-1.0981697171381,0.712041884816754,-0.395256916996046,1.58940397350994,0.14,0.45,0.00,0.47,0.00,0.21,0.39,0.00,0.44,0.62,0.16,0.55,0.50,0.69,0.38,4,0.04,0,0
28,10,108,57,826,493,48,37,0,6,24,44,10,17,22,0,21,14,9,0,69,0,0.228310502283105,0.898502495840267,-1.4869109947644,-1.54150197628458,-0.927152317880793,0.48,0.46,0.00,0.06,0.24,0.44,0.10,0.17,0.22,0.00,0.21,0.14,0.09,0.00,0.69,36,0.36,2,0
32,7,95,61,778,488,26,34,9,29,0,0,0,40,32,0,28,0,3,42,69,0.554785020804438,-1.14155251141553,-1.26455906821963,-1.06806282722513,0.355731225296442,-0.596026490066224,0.26,0.43,0.09,0.29,0.00,0.00,0.00,0.40,0.32,0.00,0.28,0.00,0.03,0.42,0.69,10,0.10,0,0
41,10,104,73,832,503,21,43,0,28,9,34,19,34,16,69,0,46,31,0,0,1.80305131761442,0.228310502283105,0.232945091514144,0.18848167539267,-1.77865612648221,-1.58940397350994,0.21,0.54,0.00,0.28,0.09,0.34,0.19,0.34,0.16,0.69,0.00,0.46,0.31,0.00,0.00,14,0.14,0,0
40,12,106,61,762,476,6,50,11,52,57,22,50,64,0,24,69,62,28,55,0,1.66435506241331,1.14155251141553,0.565723793677206,-1.06806282722513,0.988142292490119,0.198675496688743,0.06,0.63,0.11,0.52,0.57,0.22,0.50,0.64,0.00,0.24,0.69,0.62,0.28,0.55,0.00,44,0.44,2,1
28,11,108,67,779,461,12,43,23,62,37,9,42,20,5,32,29,35,0,69,65,0,0.684931506849315,0.898502495840267,-0.439790575916231,0.316205533596838,1.19205298013245,0.12,0.54,0.23,0.62,0.37,0.09,0.42,0.20,0.05,0.32,0.29,0.35,0.00,0.69,0.65,20,0.20,1,0
28,6,99,67,780,484,32,36,46,28,35,0,21,42,33,69,31,23,0,22,69,0,-1.59817351598174,-0.59900166389351,-0.439790575916231,0.276679841897234,-0.331125827814568,0.32,0.45,0.46,0.28,0.35,0.00,0.21,0.42,0.33,0.69,0.31,0.23,0.00,0.22,0.69,14,0.14,0,0
28,10,107,68,833,515,12,35,0,53,15,32,41,44,22,46,9,33,0,21,20,0,0.228310502283105,0.732113144758736,-0.335078534031414,-1.81818181818182,-2.3841059602649,0.12,0.44,0.00,0.53,0.15,0.32,0.41,0.44,0.22,0.46,0.09,0.33,0.00,0.21,0.20,9,0.09,0,0
35,8,101,55,808,494,23,35,0,24,20,20,1,24,0,0,22,21,10,0,60,0.970873786407767,-0.684931506849315,-0.266222961730448,-1.69633507853403,-0.830039525691699,-0.993377483443711,0.23,0.44,0.00,0.24,0.20,0.20,0.01,0.24,0.00,0.00,0.22,0.21,0.10,0.00,0.60,11,0.11,0,0
35,10,107,63,788,455,22,41,0,5,24,0,30,0,9,0,0,0,0,45,69,0.970873786407767,0.228310502283105,0.732113144758736,-0.858638743455498,-0.0395256916996039,1.58940397350994,0.22,0.51,0.00,0.05,0.24,0.00,0.30,0.00,0.09,0.00,0.00,0.00,0.00,0.45,0.69,4,0.04,0,0
33,10,103,71,819,484,17,40,27,14,34,42,15,12,44,51,0,0,43,28,0,0.693481276005548,0.228310502283105,0.0665557404326133,-0.0209424083769636,-1.26482213438735,-0.331125827814568,0.17,0.50,0.27,0.14,0.34,0.42,0.15,0.12,0.44,0.51,0.00,0.00,0.43,0.28,0.00,4,0.04,0,0
18,10,112,62,811,472,43,37,2,55,53,46,0,52,26,2,0,0,37,42,69,-1.3869625520111,0.228310502283105,1.56405990016639,-0.963350785340314,-0.948616600790511,0.463576158940399,0.43,0.46,0.02,0.55,0.53,0.46,0.00,0.52,0.26,0.02,0.00,0.00,0.37,0.42,0.69,17,0.17,1,0
