Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Power_Inside,Third_Down_Runs,Hole_Recognition,Blitz_Pickup,Avoid_Drops,Route_Running,Third_Down_Receiving,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,Blitz_PickupZ,Avoid_DropsZ,Route_RunningZ,Third_Down_ReceivingZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
12,14,108,18,760,490,44,33,26,0,0,0,28,15,39,46,0,16,52,0,-1.72173913043478,-1.48717948717949,0.808678500986192,-0.719041278295606,-0.100502512562812,-1.15384615384616,0.44,0.41,0.26,0.00,0.00,0.00,0.28,0.15,0.39,0.46,0.00,0.16,0.52,0.00,16,0.16,1,0
25,22,110,21,736,489,39,45,28,25,22,29,52,27,30,21,13,61,9,81,0.539130434782609,0.564102564102564,1.20315581854043,-0.319573901464714,1.10552763819095,-1.02564102564103,0.39,0.56,0.28,0.25,0.22,0.29,0.52,0.27,0.30,0.21,0.13,0.61,0.09,0.81,18,0.18,1,0
22,16,101,15,760,493,36,29,0,39,30,18,33,19,39,0,1,0,38,35,0.0173913043478263,-0.974358974358975,-0.57199211045365,-1.1185086551265,-0.100502512562812,-1.53846153846154,0.36,0.36,0.00,0.39,0.30,0.18,0.33,0.19,0.39,0.00,0.01,0.00,0.38,0.35,15,0.15,0,0
15,21,98,21,772,483,38,31,5,30,59,27,25,23,0,56,22,21,23,23,-1.2,0.307692307692308,-1.16370808678501,-0.319573901464714,-0.703517587939697,-0.256410256410262,0.38,0.39,0.05,0.30,0.59,0.27,0.25,0.23,0.00,0.56,0.22,0.21,0.23,0.23,17,0.17,1,0
30,20,105,25,746,484,33,44,26,48,31,20,69,42,27,0,46,43,44,24,1.40869565217391,0.0512820512820511,0.216962524654831,0.213049267643143,0.603015075376885,-0.384615384615388,0.33,0.55,0.26,0.48,0.31,0.20,0.69,0.42,0.27,0.00,0.46,0.43,0.44,0.24,20,0.20,1,0
20,18,104,24,760,489,43,37,24,7,33,17,14,1,33,23,30,10,13,7,-0.330434782608695,-0.461538461538462,0.0197238658777109,0.0798934753661786,-0.100502512562812,-1.02564102564103,0.43,0.46,0.24,0.07,0.33,0.17,0.14,0.01,0.33,0.23,0.30,0.10,0.13,0.07,14,0.14,0,0
18,20,102,22,794,482,54,38,32,10,7,26,16,17,12,35,14,8,22,7,-0.678260869565217,0.0512820512820511,-0.37475345167653,-0.186418109187749,-1.80904522613065,-0.128205128205137,0.54,0.48,0.32,0.10,0.07,0.26,0.16,0.17,0.12,0.35,0.14,0.08,0.22,0.07,21,0.21,1,0
17,20,98,14,800,478,48,27,0,8,37,25,2,7,0,7,15,17,0,32,-0.852173913043478,0.0512820512820511,-1.16370808678501,-1.25166444740346,-2.11055276381909,0.384615384615376,0.48,0.34,0.00,0.08,0.37,0.25,0.02,0.07,0.00,0.07,0.15,0.17,0.00,0.32,12,0.12,0,0
35,22,111,44,741,457,27,54,24,47,67,28,43,29,45,53,69,81,28,81,2.27826086956522,0.564102564102564,1.40039447731755,2.74300932090546,0.854271356783919,3.07692307692307,0.27,0.68,0.24,0.47,0.67,0.28,0.43,0.29,0.45,0.53,0.69,0.81,0.28,0.81,51,0.51,3,1
20,14,102,9,760,488,43,28,0,45,31,0,39,0,13,0,0,60,17,37,-0.330434782608695,-1.48717948717949,-0.37475345167653,-1.91744340878828,-0.100502512562812,-0.897435897435901,0.43,0.35,0.00,0.45,0.31,0.00,0.39,0.00,0.13,0.00,0.00,0.60,0.17,0.37,12,0.12,0,0
33,23,106,25,776,483,37,45,35,28,1,24,16,35,26,29,33,11,21,41,1.9304347826087,0.82051282051282,0.414201183431952,0.213049267643143,-0.904522613065325,-0.256410256410262,0.37,0.56,0.35,0.28,0.01,0.24,0.16,0.35,0.26,0.29,0.33,0.11,0.21,0.41,15,0.15,0,0
15,14,100,18,792,478,39,24,16,0,51,0,5,9,20,43,0,7,20,13,-1.2,-1.48717948717949,-0.76923076923077,-0.719041278295606,-1.70854271356784,0.384615384615376,0.39,0.30,0.16,0.00,0.51,0.00,0.05,0.09,0.20,0.43,0.00,0.07,0.20,0.13,13,0.13,0,0
28,24,106,21,719,488,48,47,31,0,15,50,47,23,1,58,18,0,17,7,1.06086956521739,1.07692307692308,0.414201183431952,-0.319573901464714,1.95979899497487,-0.897435897435901,0.48,0.59,0.31,0.00,0.15,0.50,0.47,0.23,0.01,0.58,0.18,0.00,0.17,0.07,26,0.26,1,0
24,18,96,25,796,485,45,31,8,34,17,13,0,3,27,29,4,16,2,20,0.365217391304348,-0.461538461538462,-1.55818540433925,0.213049267643143,-1.90954773869347,-0.512820512820513,0.45,0.39,0.08,0.34,0.17,0.13,0.00,0.03,0.27,0.29,0.04,0.16,0.02,0.20,13,0.13,0,0
32,27,108,29,740,462,37,54,75,42,40,74,24,26,40,52,52,49,15,43,1.75652173913044,1.84615384615385,0.808678500986192,0.745672436750999,0.904522613065325,2.43589743589743,0.37,0.68,0.75,0.42,0.40,0.74,0.24,0.26,0.40,0.52,0.52,0.49,0.15,0.43,61,0.61,3,1
24,23,101,36,777,485,41,44,27,48,39,49,0,30,70,19,39,19,37,23,0.365217391304348,0.82051282051282,-0.57199211045365,1.67776298268975,-0.954773869346731,-0.512820512820513,0.41,0.55,0.27,0.48,0.39,0.49,0.00,0.30,0.70,0.19,0.39,0.19,0.37,0.23,43,0.43,2,1
20,14,96,11,790,484,45,24,33,29,0,9,0,16,17,8,0,34,27,17,-0.330434782608695,-1.48717948717949,-1.55818540433925,-1.65113182423435,-1.60804020100503,-0.384615384615388,0.45,0.30,0.33,0.29,0.00,0.09,0.00,0.16,0.17,0.08,0.00,0.34,0.27,0.17,14,0.14,0,0
17,19,103,32,742,481,36,42,43,41,12,3,36,33,17,37,46,42,12,41,-0.852173913043478,-0.205128205128205,-0.177514792899409,1.14513981358189,0.804020100502513,0,0.36,0.53,0.43,0.41,0.12,0.03,0.36,0.33,0.17,0.37,0.46,0.42,0.12,0.41,16,0.16,1,0
13,20,109,14,742,484,38,38,40,43,12,24,50,9,14,45,0,54,45,27,-1.54782608695652,0.0512820512820511,1.00591715976331,-1.25166444740346,0.804020100502513,-0.384615384615388,0.38,0.48,0.40,0.43,0.12,0.24,0.50,0.09,0.14,0.45,0.00,0.54,0.45,0.27,17,0.17,1,0
28,24,113,32,731,462,49,63,75,75,62,49,75,51,32,75,70,66,65,75,1.06086956521739,1.07692307692308,1.79487179487179,1.14513981358189,1.35678391959799,2.43589743589743,0.49,0.79,0.75,0.75,0.62,0.49,0.75,0.51,0.32,0.75,0.70,0.66,0.65,0.75,74,0.74,4,1
16,19,106,21,760,487,51,38,49,0,24,14,9,0,13,26,8,12,0,23,-1.02608695652174,-0.205128205128205,0.414201183431952,-0.319573901464714,-0.100502512562812,-0.769230769230776,0.51,0.48,0.49,0.00,0.24,0.14,0.09,0.00,0.13,0.26,0.08,0.12,0.00,0.23,16,0.16,1,0
21,24,101,20,765,478,34,34,9,0,16,64,6,23,8,11,15,1,0,0,-0.156521739130435,1.07692307692308,-0.57199211045365,-0.452729693741678,-0.351758793969851,0.384615384615376,0.34,0.43,0.09,0.00,0.16,0.64,0.06,0.23,0.08,0.11,0.15,0.01,0.00,0.00,17,0.17,1,0
26,20,105,28,800,478,37,43,45,22,27,18,9,25,19,3,52,55,54,15,0.71304347826087,0.0512820512820511,0.216962524654831,0.612516644474035,-2.11055276381909,0.384615384615376,0.37,0.54,0.45,0.22,0.27,0.18,0.09,0.25,0.19,0.03,0.52,0.55,0.54,0.15,18,0.18,1,0
32,22,103,23,750,478,40,45,34,20,15,39,44,45,34,13,32,25,37,25,1.75652173913044,0.564102564102564,-0.177514792899409,-0.0532623169107854,0.402010050251257,0.384615384615376,0.40,0.56,0.34,0.20,0.15,0.39,0.44,0.45,0.34,0.13,0.32,0.25,0.37,0.25,34,0.34,2,0
28,22,106,22,790,485,54,45,18,13,60,29,50,40,33,13,38,48,0,0,1.06086956521739,0.564102564102564,0.414201183431952,-0.186418109187749,-1.60804020100503,-0.512820512820513,0.54,0.56,0.18,0.13,0.60,0.29,0.50,0.40,0.33,0.13,0.38,0.48,0.00,0.00,22,0.22,1,0
22,15,102,13,784,486,25,24,13,0,22,0,0,27,10,42,2,0,12,9,0.0173913043478263,-1.23076923076923,-0.37475345167653,-1.38482023968043,-1.30653266331658,-0.64102564102565,0.25,0.30,0.13,0.00,0.22,0.00,0.00,0.27,0.10,0.42,0.02,0.00,0.12,0.09,12,0.12,0,0
20,21,107,17,793,484,29,36,39,54,22,43,5,14,20,51,0,16,14,24,-0.330434782608695,0.307692307692308,0.611439842209072,-0.85219707057257,-1.75879396984924,-0.384615384615388,0.29,0.45,0.39,0.54,0.22,0.43,0.05,0.14,0.20,0.51,0.00,0.16,0.14,0.24,17,0.17,1,0
23,27,114,32,714,470,43,62,65,75,19,47,64,29,44,66,61,75,64,60,0.191304347826087,1.84615384615385,1.99211045364891,1.14513981358189,2.21105527638191,1.4102564102564,0.43,0.78,0.65,0.75,0.19,0.47,0.64,0.29,0.44,0.66,0.61,0.75,0.64,0.60,62,0.62,3,1
33,27,106,23,781,471,39,50,65,75,0,64,0,50,17,49,35,45,0,55,1.9304347826087,1.84615384615385,0.414201183431952,-0.0532623169107854,-1.15577889447236,1.28205128205128,0.39,0.63,0.65,0.75,0.00,0.64,0.00,0.50,0.17,0.49,0.35,0.45,0.00,0.55,44,0.44,2,1
24,25,110,24,756,479,49,49,29,35,0,44,47,4,36,21,33,0,5,21,0.365217391304348,1.33333333333333,1.20315581854043,0.0798934753661786,0.100502512562816,0.256410256410251,0.49,0.61,0.29,0.35,0.00,0.44,0.47,0.04,0.36,0.21,0.33,0.00,0.05,0.21,45,0.45,2,1
20,20,97,22,788,491,49,33,11,18,18,27,13,8,34,13,5,30,17,0,-0.330434782608695,0.0512820512820511,-1.36094674556213,-0.186418109187749,-1.50753768844221,-1.28205128205129,0.49,0.41,0.11,0.18,0.18,0.27,0.13,0.08,0.34,0.13,0.05,0.30,0.17,0.00,16,0.16,1,0
24,16,94,23,802,487,45,27,2,0,7,8,0,1,40,14,0,49,0,10,0.365217391304348,-0.974358974358975,-1.95266272189349,-0.0532623169107854,-2.21105527638191,-0.769230769230776,0.45,0.34,0.02,0.00,0.07,0.08,0.00,0.01,0.40,0.14,0.00,0.49,0.00,0.10,10,0.10,0,0
28,14,107,24,796,495,20,32,26,2,30,0,28,20,20,43,39,0,42,45,1.06086956521739,-1.48717948717949,0.611439842209072,0.0798934753661786,-1.90954773869347,-1.7948717948718,0.20,0.40,0.26,0.02,0.30,0.00,0.28,0.20,0.20,0.43,0.39,0.00,0.42,0.45,12,0.12,0,0
27,22,104,12,788,487,24,32,17,40,33,54,13,36,1,43,0,13,0,17,0.886956521739131,0.564102564102564,0.0197238658777109,-1.51797603195739,-1.50753768844221,-0.769230769230776,0.24,0.40,0.17,0.40,0.33,0.54,0.13,0.36,0.01,0.43,0.00,0.13,0.00,0.17,17,0.17,1,0
22,16,108,31,759,491,32,39,19,38,30,4,36,0,45,34,38,0,32,7,0.0173913043478263,-0.974358974358975,0.808678500986192,1.01198402130493,-0.050251256281406,-1.28205128205129,0.32,0.49,0.19,0.38,0.30,0.04,0.36,0.00,0.45,0.34,0.38,0.00,0.32,0.07,14,0.14,0,0
20,15,101,25,760,482,17,27,8,29,16,0,15,2,18,14,26,0,63,38,-0.330434782608695,-1.23076923076923,-0.57199211045365,0.213049267643143,-0.100502512562812,-0.128205128205137,0.17,0.34,0.08,0.29,0.16,0.00,0.15,0.02,0.18,0.14,0.26,0.00,0.63,0.38,10,0.10,0,0
15,20,107,24,760,495,44,39,30,34,18,27,53,21,25,14,48,0,3,32,-1.2,0.0512820512820511,0.611439842209072,0.0798934753661786,-0.100502512562812,-1.7948717948718,0.44,0.49,0.30,0.34,0.18,0.27,0.53,0.21,0.25,0.14,0.48,0.00,0.03,0.32,16,0.16,1,0
20,24,109,26,733,466,20,43,25,24,13,48,17,0,26,29,35,12,38,11,-0.330434782608695,1.07692307692308,1.00591715976331,0.346205059920107,1.25628140703518,1.92307692307692,0.20,0.54,0.25,0.24,0.13,0.48,0.17,0.00,0.26,0.29,0.35,0.12,0.38,0.11,14,0.14,0,0
20,17,99,14,760,486,35,33,37,16,40,12,7,44,17,47,20,10,29,7,-0.330434782608695,-0.717948717948718,-0.966469428007891,-1.25166444740346,-0.100502512562812,-0.64102564102565,0.35,0.41,0.37,0.16,0.40,0.12,0.07,0.44,0.17,0.47,0.20,0.10,0.29,0.07,17,0.17,1,0
23,20,107,31,765,478,20,42,39,49,23,23,27,7,45,60,36,48,20,58,0.191304347826087,0.0512820512820511,0.611439842209072,1.01198402130493,-0.351758793969851,0.384615384615376,0.20,0.53,0.39,0.49,0.23,0.23,0.27,0.07,0.45,0.60,0.36,0.48,0.20,0.58,14,0.14,0,0
32,18,105,34,745,494,45,47,18,2,0,16,59,42,39,24,37,36,3,43,1.75652173913044,-0.461538461538462,0.216962524654831,1.41145139813582,0.653266331658291,-1.66666666666668,0.45,0.59,0.18,0.02,0.00,0.16,0.59,0.42,0.39,0.24,0.37,0.36,0.03,0.43,28,0.28,1,0
25,24,107,24,760,486,29,39,17,3,10,25,18,45,19,26,3,35,23,7,0.539130434782609,1.07692307692308,0.611439842209072,0.0798934753661786,-0.100502512562812,-0.64102564102565,0.29,0.49,0.17,0.03,0.10,0.25,0.18,0.45,0.19,0.26,0.03,0.35,0.23,0.07,18,0.18,1,0
21,14,106,30,760,478,48,42,61,17,54,0,42,36,52,14,20,30,48,32,-0.156521739130435,-1.48717948717949,0.414201183431952,0.878828229027963,-0.100502512562812,0.384615384615376,0.48,0.53,0.61,0.17,0.54,0.00,0.42,0.36,0.52,0.14,0.20,0.30,0.48,0.32,53,0.53,3,1
29,16,107,31,768,491,29,38,31,18,27,0,11,22,40,25,52,14,11,27,1.23478260869565,-0.974358974358975,0.611439842209072,1.01198402130493,-0.502512562814069,-1.28205128205129,0.29,0.48,0.31,0.18,0.27,0.00,0.11,0.22,0.40,0.25,0.52,0.14,0.11,0.27,15,0.15,0,0
26,23,103,22,746,470,38,42,0,0,0,38,33,0,30,28,25,65,19,48,0.71304347826087,0.82051282051282,-0.177514792899409,-0.186418109187749,0.603015075376885,1.4102564102564,0.38,0.53,0.00,0.00,0.00,0.38,0.33,0.00,0.30,0.28,0.25,0.65,0.19,0.48,14,0.14,0,0
30,26,102,35,763,480,42,45,16,45,15,50,14,22,17,23,19,35,2,8,1.40869565217391,1.58974358974359,-0.37475345167653,1.54460719041278,-0.251256281407034,0.128205128205125,0.42,0.56,0.16,0.45,0.15,0.50,0.14,0.22,0.17,0.23,0.19,0.35,0.02,0.08,24,0.24,1,0
20,21,102,29,750,492,32,37,18,0,10,37,42,17,44,33,23,0,0,22,-0.330434782608695,0.307692307692308,-0.37475345167653,0.745672436750999,0.402010050251257,-1.41025641025641,0.32,0.46,0.18,0.00,0.10,0.37,0.42,0.17,0.44,0.33,0.23,0.00,0.00,0.22,17,0.17,1,0
22,15,91,14,776,481,38,26,0,15,23,4,0,44,11,32,25,64,35,4,0.0173913043478263,-1.23076923076923,-2.54437869822485,-1.25166444740346,-0.904522613065325,0,0.38,0.33,0.00,0.15,0.23,0.04,0.00,0.44,0.11,0.32,0.25,0.64,0.35,0.04,13,0.13,0,0
20,22,94,23,773,478,43,33,0,11,33,41,9,21,10,24,31,16,0,2,-0.330434782608695,0.564102564102564,-1.95266272189349,-0.0532623169107854,-0.753768844221107,0.384615384615376,0.43,0.41,0.00,0.11,0.33,0.41,0.09,0.21,0.10,0.24,0.31,0.16,0.00,0.02,14,0.14,0,0
14,20,107,28,771,490,24,34,60,44,17,29,0,0,8,15,33,6,9,33,-1.37391304347826,0.0512820512820511,0.611439842209072,0.612516644474035,-0.653266331658291,-1.15384615384616,0.24,0.43,0.60,0.44,0.17,0.29,0.00,0.00,0.08,0.15,0.33,0.06,0.09,0.33,12,0.12,0,0
33,27,108,23,729,490,26,45,24,30,41,40,58,38,0,27,33,36,32,29,1.9304347826087,1.84615384615385,0.808678500986192,-0.0532623169107854,1.4572864321608,-1.15384615384616,0.26,0.56,0.24,0.30,0.41,0.40,0.58,0.38,0.00,0.27,0.33,0.36,0.32,0.29,33,0.33,2,0
14,14,104,29,754,486,61,38,39,17,10,0,5,11,41,0,39,28,14,0,-1.37391304347826,-1.48717948717949,0.0197238658777109,0.745672436750999,0.201005025125628,-0.64102564102565,0.61,0.48,0.39,0.17,0.10,0.00,0.05,0.11,0.41,0.00,0.39,0.28,0.14,0.00,23,0.23,1,0
28,24,104,24,760,484,54,44,13,24,28,50,9,15,53,40,15,0,11,18,1.06086956521739,1.07692307692308,0.0197238658777109,0.0798934753661786,-0.100502512562812,-0.384615384615388,0.54,0.55,0.13,0.24,0.28,0.50,0.09,0.15,0.53,0.40,0.15,0.00,0.11,0.18,26,0.26,1,0
33,20,106,37,760,480,27,40,0,33,0,15,30,15,5,28,34,8,12,0,1.9304347826087,0.0512820512820511,0.414201183431952,1.81091877496671,-0.100502512562812,0.128205128205125,0.27,0.50,0.00,0.33,0.00,0.15,0.30,0.15,0.05,0.28,0.34,0.08,0.12,0.00,12,0.12,0,0
20,14,101,18,748,478,41,36,14,64,16,1,43,39,50,11,0,51,52,29,-0.330434782608695,-1.48717948717949,-0.57199211045365,-0.719041278295606,0.502512562814069,0.384615384615376,0.41,0.45,0.14,0.64,0.16,0.01,0.43,0.39,0.50,0.11,0.00,0.51,0.52,0.29,18,0.18,1,0
24,14,107,15,760,487,25,33,50,24,30,0,31,40,20,19,0,51,30,55,0.365217391304348,-1.48717948717949,0.611439842209072,-1.1185086551265,-0.100502512562812,-0.769230769230776,0.25,0.41,0.50,0.24,0.30,0.00,0.31,0.40,0.20,0.19,0.00,0.51,0.30,0.55,14,0.14,0,0
25,26,111,28,754,479,46,52,39,40,10,49,32,23,30,21,36,23,21,37,0.539130434782609,1.58974358974359,1.40039447731755,0.612516644474035,0.201005025125628,0.256410256410251,0.46,0.65,0.39,0.40,0.10,0.49,0.32,0.23,0.30,0.21,0.36,0.23,0.21,0.37,34,0.34,2,0
22,20,97,28,800,478,32,32,13,0,5,24,0,25,44,15,28,16,13,30,0.0173913043478263,0.0512820512820511,-1.36094674556213,0.612516644474035,-2.11055276381909,0.384615384615376,0.32,0.40,0.13,0.00,0.05,0.24,0.00,0.25,0.44,0.15,0.28,0.16,0.13,0.30,16,0.16,1,0
20,23,95,25,804,491,15,24,23,5,19,41,0,4,46,0,34,0,0,9,-0.330434782608695,0.82051282051282,-1.75542406311637,0.213049267643143,-2.31155778894472,-1.28205128205129,0.15,0.30,0.23,0.05,0.19,0.41,0.00,0.04,0.46,0.00,0.34,0.00,0.00,0.09,12,0.12,0,0
20,15,105,30,754,484,46,40,8,21,9,0,55,35,55,15,0,43,18,11,-0.330434782608695,-1.23076923076923,0.216962524654831,0.878828229027963,0.201005025125628,-0.384615384615388,0.46,0.50,0.08,0.21,0.09,0.00,0.55,0.35,0.55,0.15,0.00,0.43,0.18,0.11,17,0.17,1,0
37,22,102,24,735,484,35,40,0,3,25,23,16,17,0,47,27,10,14,38,2.62608695652174,0.564102564102564,-0.37475345167653,0.0798934753661786,1.15577889447236,-0.384615384615388,0.35,0.50,0.00,0.03,0.25,0.23,0.16,0.17,0.00,0.47,0.27,0.10,0.14,0.38,13,0.13,0,0
11,20,99,16,760,478,43,29,28,23,0,26,3,0,0,39,30,28,36,35,-1.89565217391304,0.0512820512820511,-0.966469428007891,-0.985352862849534,-0.100502512562812,0.384615384615376,0.43,0.36,0.28,0.23,0.00,0.26,0.03,0.00,0.00,0.39,0.30,0.28,0.36,0.35,14,0.14,0,0
10,18,92,11,775,482,6,11,0,34,35,10,1,0,0,30,20,0,34,21,-2.0695652173913,-0.461538461538462,-2.34714003944773,-1.65113182423435,-0.854271356783919,-0.128205128205137,0.06,0.14,0.00,0.34,0.35,0.10,0.01,0.00,0.00,0.30,0.20,0.00,0.34,0.21,6,0.06,0,0
24,18,106,25,754,488,34,39,0,54,37,6,50,18,40,35,18,17,67,54,0.365217391304348,-0.461538461538462,0.414201183431952,0.213049267643143,0.201005025125628,-0.897435897435901,0.34,0.49,0.00,0.54,0.37,0.06,0.50,0.18,0.40,0.35,0.18,0.17,0.67,0.54,17,0.17,1,0
15,16,107,23,760,480,49,37,12,2,46,3,33,0,13,30,50,27,10,7,-1.2,-0.974358974358975,0.611439842209072,-0.0532623169107854,-0.100502512562812,0.128205128205125,0.49,0.46,0.12,0.02,0.46,0.03,0.33,0.00,0.13,0.30,0.50,0.27,0.10,0.07,17,0.17,1,0
27,27,100,33,726,478,44,47,21,0,20,41,0,37,29,6,42,17,59,51,0.886956521739131,1.84615384615385,-0.76923076923077,1.27829560585886,1.60804020100503,0.384615384615376,0.44,0.59,0.21,0.00,0.20,0.41,0.00,0.37,0.29,0.06,0.42,0.17,0.59,0.51,31,0.31,2,0
18,16,108,30,756,491,52,42,13,52,49,5,51,0,53,58,25,2,33,0,-0.678260869565217,-0.974358974358975,0.808678500986192,0.878828229027963,0.100502512562816,-1.28205128205129,0.52,0.53,0.13,0.52,0.49,0.05,0.51,0.00,0.53,0.58,0.25,0.02,0.33,0.00,20,0.20,1,0
28,19,97,16,762,473,50,34,0,8,27,21,16,16,0,23,11,17,0,44,1.06086956521739,-0.205128205128205,-1.36094674556213,-0.985352862849534,-0.201005025125628,1.02564102564102,0.50,0.43,0.00,0.08,0.27,0.21,0.16,0.16,0.00,0.23,0.11,0.17,0.00,0.44,13,0.13,0,0
27,23,104,16,739,493,40,38,0,34,34,48,52,29,23,0,0,56,11,29,0.886956521739131,0.82051282051282,0.0197238658777109,-0.985352862849534,0.954773869346736,-1.53846153846154,0.40,0.48,0.00,0.34,0.34,0.48,0.52,0.29,0.23,0.00,0.00,0.56,0.11,0.29,21,0.21,1,0
20,15,100,24,760,492,52,38,0,0,31,6,46,41,45,29,51,29,27,48,-0.330434782608695,-1.23076923076923,-0.76923076923077,0.0798934753661786,-0.100502512562812,-1.41025641025641,0.52,0.48,0.00,0.00,0.31,0.06,0.46,0.41,0.45,0.29,0.51,0.29,0.27,0.48,16,0.16,1,0
21,20,100,17,781,478,33,32,34,33,19,18,0,19,13,32,26,20,36,0,-0.156521739130435,0.0512820512820511,-0.76923076923077,-0.85219707057257,-1.15577889447236,0.384615384615376,0.33,0.40,0.34,0.33,0.19,0.18,0.00,0.19,0.13,0.32,0.26,0.20,0.36,0.00,11,0.11,0,0
32,18,107,20,757,488,14,37,38,57,70,14,57,37,14,31,19,52,16,34,1.75652173913044,-0.461538461538462,0.611439842209072,-0.452729693741678,0.050251256281406,-0.897435897435901,0.14,0.46,0.38,0.57,0.70,0.14,0.57,0.37,0.14,0.31,0.19,0.52,0.16,0.34,17,0.17,1,0
28,17,102,25,766,461,35,40,14,37,50,2,44,27,28,18,46,17,22,30,1.06086956521739,-0.717948717948718,-0.37475345167653,0.213049267643143,-0.402010050251257,2.56410256410256,0.35,0.50,0.14,0.37,0.50,0.02,0.44,0.27,0.28,0.18,0.46,0.17,0.22,0.30,13,0.13,0,0
24,18,101,38,769,463,39,40,0,60,34,8,20,16,27,0,31,21,41,25,0.365217391304348,-0.461538461538462,-0.57199211045365,1.94407456724368,-0.552763819095479,2.3076923076923,0.39,0.50,0.00,0.60,0.34,0.08,0.20,0.16,0.27,0.00,0.31,0.21,0.41,0.25,14,0.14,0,0
21,22,108,22,742,487,51,45,11,27,31,54,42,19,7,22,40,7,48,24,-0.156521739130435,0.564102564102564,0.808678500986192,-0.186418109187749,0.804020100502513,-0.769230769230776,0.51,0.56,0.11,0.27,0.31,0.54,0.42,0.19,0.07,0.22,0.40,0.07,0.48,0.24,24,0.24,1,0
19,33,110,30,720,466,41,55,56,39,19,65,38,24,41,21,36,28,26,23,-0.504347826086956,3.38461538461538,1.20315581854043,0.878828229027963,1.90954773869347,1.92307692307692,0.41,0.69,0.56,0.39,0.19,0.65,0.38,0.24,0.41,0.21,0.36,0.28,0.26,0.23,46,0.46,2,1
18,17,103,19,747,490,42,36,33,33,0,3,0,2,50,42,0,44,28,13,-0.678260869565217,-0.717948717948718,-0.177514792899409,-0.585885486018642,0.552763819095479,-1.15384615384616,0.42,0.45,0.33,0.33,0.00,0.03,0.00,0.02,0.50,0.42,0.00,0.44,0.28,0.13,11,0.11,0,0
21,21,93,17,760,478,41,32,0,2,22,40,3,21,19,0,8,10,9,16,-0.156521739130435,0.307692307692308,-2.14990138067061,-0.85219707057257,-0.100502512562812,0.384615384615376,0.41,0.40,0.00,0.02,0.22,0.40,0.03,0.21,0.19,0.00,0.08,0.10,0.09,0.16,14,0.14,0,0
23,17,110,27,739,474,52,48,10,0,48,0,39,45,9,16,51,69,39,40,0.191304347826087,-0.717948717948718,1.20315581854043,0.479360852197071,0.954773869346736,0.89743589743589,0.52,0.60,0.10,0.00,0.48,0.00,0.39,0.45,0.09,0.16,0.51,0.69,0.39,0.40,31,0.31,2,0
13,21,103,15,750,481,30,29,24,0,58,30,0,11,17,6,0,12,4,24,-1.54782608695652,0.307692307692308,-0.177514792899409,-1.1185086551265,0.402010050251257,0,0.30,0.36,0.24,0.00,0.58,0.30,0.00,0.11,0.17,0.06,0.00,0.12,0.04,0.24,13,0.13,0,0
26,26,98,32,737,480,35,40,10,44,41,44,0,33,6,28,51,43,0,21,0.71304347826087,1.58974358974359,-1.16370808678501,1.14513981358189,1.05527638190955,0.128205128205125,0.35,0.50,0.10,0.44,0.41,0.44,0.00,0.33,0.06,0.28,0.51,0.43,0.00,0.21,14,0.14,0,0
20,14,102,31,726,478,32,38,12,28,28,0,27,40,61,31,14,0,71,9,-0.330434782608695,-1.48717948717949,-0.37475345167653,1.01198402130493,1.60804020100503,0.384615384615376,0.32,0.48,0.12,0.28,0.28,0.00,0.27,0.40,0.61,0.31,0.14,0.00,0.71,0.09,15,0.15,0,0
15,21,100,24,769,478,49,38,15,70,70,29,4,0,19,71,40,0,44,17,-1.2,0.307692307692308,-0.76923076923077,0.0798934753661786,-0.552763819095479,0.384615384615376,0.49,0.48,0.15,0.70,0.70,0.29,0.04,0.00,0.19,0.71,0.40,0.00,0.44,0.17,19,0.19,1,0
21,17,97,25,759,478,48,32,0,0,10,14,18,0,23,15,12,0,0,8,-0.156521739130435,-0.717948717948718,-1.36094674556213,0.213049267643143,-0.050251256281406,0.384615384615376,0.48,0.40,0.00,0.00,0.10,0.14,0.18,0.00,0.23,0.15,0.12,0.00,0.00,0.08,10,0.10,0,0
20,17,107,33,736,469,34,40,2,5,21,5,17,23,6,40,34,3,25,23,-0.330434782608695,-0.717948717948718,0.611439842209072,1.27829560585886,1.10552763819095,1.53846153846153,0.34,0.50,0.02,0.05,0.21,0.05,0.17,0.23,0.06,0.40,0.34,0.03,0.25,0.23,15,0.15,0,0
34,27,103,41,760,484,10,42,0,24,36,47,38,26,68,37,30,35,27,36,2.10434782608696,1.84615384615385,-0.177514792899409,2.34354194407457,-0.100502512562812,-0.384615384615388,0.10,0.53,0.00,0.24,0.36,0.47,0.38,0.26,0.68,0.37,0.30,0.35,0.27,0.36,17,0.17,1,0
